City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain (inches),Snow (inches)
286,East London,ZA,-33.02,27.91,55.4,76,100,6.93,overcast clouds,0.0,0
287,Gadung,PH,6.8,124.02,81.21,78,53,5.41,light rain,0.18,0
288,Williamsburg,US,37.27,-76.71,80.6,69,1,3.36,clear sky,0.0,0
289,Hare Bay,CA,48.85,-54.01,55.4,100,90,4.7,fog,0.0,0
290,Milkovo,RU,54.72,158.62,76.55,42,0,1.92,clear sky,0.0,0
291,Silvan,TR,38.14,41.01,68.0,64,27,2.24,scattered clouds,0.0,0
292,Coahuayana,MX,18.73,-103.68,80.19,71,100,3.51,overcast clouds,0.0,0
293,Gravdal,NO,68.12,13.5,55.13,68,100,14.05,overcast clouds,0.0,0
294,Akcaabat,TR,41.02,39.57,73.4,69,75,6.93,broken clouds,0.0,0
295,Kaitangata,NZ,-46.28,169.85,50.0,92,100,5.99,light rain,0.62,0
296,Durango,MX,24.83,-104.83,63.97,76,100,3.87,overcast clouds,0.0,0
297,Invermere,CA,50.52,-116.04,50.0,86,89,0.78,overcast clouds,0.0,0
298,Pangnirtung,CA,66.15,-65.71,45.54,72,81,2.04,broken clouds,0.0,0
299,Aranos,NA,-24.13,19.12,41.92,61,0,4.09,clear sky,0.0,0
300,Barranca De Upia,CO,4.57,-72.97,73.11,87,98,1.92,overcast clouds,0.0,0
301,Sur,OM,22.57,59.53,86.59,66,47,12.26,scattered clouds,0.0,0
302,Saint-Augustin,CA,51.23,-58.65,50.27,84,100,15.77,overcast clouds,0.0,0
303,Montijo,PT,38.71,-8.97,66.2,88,75,8.05,broken clouds,0.0,0
304,Porbandar,IN,21.64,69.61,86.88,76,97,11.34,overcast clouds,0.0,0
305,Kloulklubed,PW,7.04,134.26,84.2,74,90,6.93,overcast clouds,0.0,0
306,Ayan,RU,56.45,138.17,48.6,83,20,1.92,few clouds,0.0,0
307,Nianzishan,CN,47.52,122.88,82.65,40,27,2.89,scattered clouds,0.0,0
308,Gemena,CD,3.25,19.77,69.08,97,85,0.83,overcast clouds,0.0,0
309,Teeli,RU,51.03,90.23,70.03,47,29,3.15,scattered clouds,0.0,0
310,Bereda,ES,43.27,-7.54,57.0,100,45,5.01,scattered clouds,0.0,0
311,Narsaq,GL,60.92,-46.05,46.4,70,86,5.82,overcast clouds,0.0,0
312,Havre-Saint-Pierre,CA,50.23,-63.6,59.0,93,90,12.75,overcast clouds,0.0,0
313,Karchaghbyur,AM,40.17,45.58,51.1,80,94,6.22,light rain,0.28,0
314,New Cumnock,GB,55.4,-4.18,52.0,93,75,18.34,broken clouds,0.0,0
315,Roura,GF,4.73,-52.33,77.0,100,79,1.68,broken clouds,0.0,0
316,Sola,VU,-13.88,167.55,80.62,83,16,18.37,few clouds,0.0,0
317,Lanigan,CA,51.85,-105.03,62.1,91,46,5.08,scattered clouds,0.0,0
318,Tautira,PF,-17.73,-149.15,80.6,65,40,8.05,scattered clouds,0.0,0
319,Kurilsk,RU,45.23,147.88,48.9,91,100,10.71,overcast clouds,0.0,0
320,Glace Bay,CA,46.2,-59.96,64.4,82,75,6.93,broken clouds,0.0,0
321,Girvan,GB,55.24,-4.86,54.0,93,75,18.34,broken clouds,0.0,0
322,Zhanaozen,KZ,43.3,52.8,70.83,30,94,6.82,overcast clouds,0.0,0
323,Hasaki,JP,35.73,140.83,71.01,94,75,13.87,mist,0.0,0
324,Nome,US,64.5,-165.41,44.6,93,90,23.04,moderate rain,1.02,0
325,Davila,PH,18.47,120.58,87.8,74,75,6.98,broken clouds,0.0,0
326,Parry Sound,CA,45.35,-80.03,66.0,85,0,3.0,clear sky,0.0,0
327,Gerash,IR,27.67,54.14,82.4,39,14,2.3,few clouds,0.0,0
328,Almaznyy,RU,48.04,40.05,64.4,63,0,3.15,clear sky,0.0,0
329,Villa Bruzual,VE,9.33,-69.12,73.38,95,100,3.38,overcast clouds,0.0,0
330,Nouadhibou,MR,20.93,-17.03,71.6,73,0,20.8,clear sky,0.0,0
331,Saskatoon,CA,52.12,-106.63,66.2,72,40,2.24,scattered clouds,0.0,0
332,Leh,IN,34.17,77.58,55.99,38,0,6.98,clear sky,0.0,0
333,Kosa,RU,59.94,55.0,48.24,74,73,12.03,broken clouds,0.0,0
334,Hualmay,PE,-11.1,-77.61,61.86,85,84,8.25,broken clouds,0.0,0
335,Freeport,US,40.66,-73.58,75.2,78,1,4.7,clear sky,0.0,0
336,Champerico,GT,14.3,-91.92,82.26,79,79,5.19,broken clouds,0.0,0
337,Cherskiy,RU,68.75,161.3,47.79,53,33,18.5,scattered clouds,0.0,0
338,Svetlaya,RU,46.54,138.33,53.17,92,100,12.97,light rain,0.33,0
339,Aklavik,CA,68.22,-135.01,53.6,54,75,10.29,broken clouds,0.0,0
340,Broken Hill,AU,-31.95,141.43,51.8,50,0,13.87,clear sky,0.0,0
341,Mogos,PT,38.88,-9.09,68.0,93,75,13.87,broken clouds,0.0,0
342,Beira,MZ,-19.84,34.84,69.8,100,90,8.05,mist,0.0,0
343,Jashpurnagar,IN,22.9,84.15,77.97,77,99,5.21,light rain,0.29,0
344,Francisco Beltrao,BR,-26.08,-53.05,51.03,94,46,4.45,scattered clouds,0.0,0
345,Constitucion,CL,-35.33,-72.42,53.82,85,100,5.75,light rain,0.2,0
346,Changli,CN,39.7,119.15,84.99,15,93,7.0,overcast clouds,0.0,0
347,Kasongo-Lunda,CD,-6.47,16.82,63.61,46,0,1.07,clear sky,0.0,0
348,Naica,MX,27.85,-105.48,75.88,48,100,19.82,light rain,0.33,0
349,Yakeshi,CN,49.28,120.73,77.04,37,19,10.2,few clouds,0.0,0
350,Mackay,AU,-21.15,149.2,71.6,73,90,17.22,overcast clouds,0.0,0
351,Cabo San Lucas,MX,22.89,-109.91,84.99,58,75,5.82,broken clouds,0.0,0
352,Skibbereen,IE,51.55,-9.27,50.0,81,40,12.75,scattered clouds,0.0,0
353,Tahta,EG,26.77,31.5,73.51,56,0,8.37,clear sky,0.0,0
354,Banepa,NP,27.63,85.52,73.4,94,75,2.24,broken clouds,0.0,0
355,Japura,ID,-0.32,102.35,81.25,75,84,4.43,broken clouds,0.0,0
356,Toora-Khem,RU,52.47,96.11,74.01,40,51,7.11,broken clouds,0.0,0
357,Saint Anthony,US,45.02,-93.22,78.8,50,1,3.36,clear sky,0.0,0
358,Geraldton,AU,-28.77,114.6,71.6,68,40,18.34,scattered clouds,0.0,0
359,Diamantino,BR,-14.41,-56.45,65.14,92,0,3.49,clear sky,0.0,0
360,Lyngseidet,NO,69.58,20.22,44.6,87,29,10.29,scattered clouds,0.0,0
361,Karasburg,NA,-28.02,18.75,40.53,92,0,4.18,clear sky,0.0,0
362,Labuhan,ID,-6.88,112.21,83.25,65,23,4.52,few clouds,0.0,0
363,Banjar,ID,-8.19,114.97,84.2,89,75,12.75,broken clouds,0.0,0
364,Tairua,NZ,-37.02,175.85,55.0,83,0,7.0,clear sky,0.0,0
365,Alice Town,BS,25.72,-79.3,83.1,77,0,13.47,clear sky,0.0,0
366,Kondinskoye,RU,59.65,67.41,58.87,54,29,2.37,scattered clouds,0.0,0
367,Atar,MR,20.52,-13.05,94.32,11,0,13.29,clear sky,0.0,0
368,Blois,FR,47.58,1.33,60.8,82,40,6.93,scattered clouds,0.0,0
369,Terrace,CA,54.52,-128.6,62.6,63,75,5.82,broken clouds,0.0,0
370,Icod De Los Vinos,ES,28.37,-16.71,71.01,88,90,17.22,overcast clouds,0.0,0
371,Sayyan,YE,15.17,44.32,67.32,34,100,4.29,overcast clouds,0.0,0
372,Bengkulu,ID,-3.8,102.27,85.19,60,4,4.88,clear sky,0.0,0
373,Mokobeng,BW,-23.0,27.67,45.72,50,0,6.6,clear sky,0.0,0
374,San Quintin,MX,30.48,-115.95,63.91,86,20,10.42,few clouds,0.0,0
375,Tuzha,RU,57.61,47.94,50.16,82,3,9.62,clear sky,0.0,0
376,Zyryanka,RU,65.75,150.85,72.09,29,57,10.2,broken clouds,0.0,0
377,La Baule-Escoublac,FR,47.29,-2.36,60.8,82,100,10.29,light rain,0.12,0
378,Ligayan,PH,4.65,119.47,81.72,76,100,13.11,overcast clouds,0.0,0
379,Rockport,US,28.02,-97.05,84.2,83,75,12.75,haze,0.0,0
380,Coroico,BO,-16.19,-67.73,37.4,21,96,4.7,overcast clouds,0.0,0
381,Murwara,IN,23.85,80.4,86.07,63,100,12.77,overcast clouds,0.0,0
382,Raghogarh,IN,24.45,77.2,85.95,63,66,12.93,broken clouds,0.0,0
383,Vila,PT,42.03,-8.16,57.99,95,66,1.16,broken clouds,0.0,0
384,Adrar,MR,20.5,-10.07,94.96,10,0,20.96,clear sky,0.0,0
385,Berezovyy,RU,51.67,135.7,74.43,46,55,5.99,broken clouds,0.0,0
386,Cowra,AU,-33.83,148.68,46.0,71,10,1.01,clear sky,0.0,0
387,Pangai,TO,-19.8,-174.35,80.6,74,20,10.29,few clouds,0.0,0
388,Shimoda,JP,34.67,138.95,69.8,94,75,13.87,light intensity shower rain,0.0,0
389,Namatanai,PG,-3.67,152.43,83.19,76,77,9.91,light rain,0.77,0
390,Olafsvik,IS,64.89,-23.71,51.03,87,94,10.98,overcast clouds,0.0,0
391,Chicama,PE,-7.84,-79.15,64.58,83,39,6.85,scattered clouds,0.0,0
392,Buluang,PH,13.31,123.34,88.07,62,100,5.28,light rain,0.19,0
393,Dedza,MW,-14.38,34.33,55.33,87,36,2.19,scattered clouds,0.0,0
394,Miri,MY,4.41,114.01,82.4,74,40,13.87,scattered clouds,0.0,0
395,Vostok,RU,46.49,135.88,54.61,94,100,3.0,overcast clouds,0.0,0
396,Frolovo,RU,49.77,43.66,59.0,74,0,7.02,clear sky,0.0,0
397,Port Hedland,AU,-20.32,118.57,82.4,11,0,14.99,clear sky,0.0,0
398,Beawar,IN,26.1,74.32,87.26,59,22,17.98,few clouds,0.0,0
399,Eureka,US,40.8,-124.16,57.99,12,100,4.0,overcast clouds,0.0,0
400,Biloela,AU,-24.42,150.5,72.75,38,58,10.31,broken clouds,0.0,0
401,Sao Joao Da Barra,BR,-21.64,-41.05,70.23,83,25,16.22,scattered clouds,0.0,0
402,Juneau,US,58.3,-134.42,64.4,52,20,5.82,few clouds,0.0,0
403,Katangli,RU,51.71,143.23,56.23,72,62,9.48,broken clouds,0.0,0
404,Necochea,AR,-38.55,-58.74,33.01,94,79,5.01,broken clouds,0.0,0
405,Turayf,SA,31.67,38.66,71.6,43,0,11.41,clear sky,0.0,0
406,Saint-Pierre,RE,-21.34,55.48,68.0,77,24,5.82,few clouds,0.0,0
407,Bilma,NE,18.69,12.92,82.51,15,2,4.03,clear sky,0.0,0
408,Acapulco,MX,16.86,-99.89,84.2,74,75,2.53,broken clouds,0.0,0
409,Clarence Town,AU,-32.58,151.78,63.0,67,75,13.87,broken clouds,0.0,0
410,Kadoma,JP,34.73,135.58,81.0,74,75,5.82,broken clouds,0.0,0
411,Acarau,BR,-2.89,-40.12,76.05,85,9,10.27,clear sky,0.0,0
412,Muros,ES,42.78,-9.06,61.0,93,34,1.01,scattered clouds,0.0,0
413,Ranong,TH,9.97,98.63,82.4,88,75,2.24,broken clouds,0.0,0
414,Buala,SB,-8.14,159.59,84.25,70,98,7.52,overcast clouds,0.0,0
415,Koslan,RU,63.46,48.9,46.98,90,96,7.85,light rain,0.52,0
416,Sao Domingos,BR,-13.4,-46.32,68.11,51,2,5.23,clear sky,0.0,0
417,Alyangula,AU,-13.85,136.42,80.6,65,75,8.05,broken clouds,0.0,0
418,San Patricio,MX,19.22,-104.7,80.58,72,85,3.22,overcast clouds,0.0,0
419,Yar-Sale,RU,66.83,70.83,52.07,57,49,7.16,scattered clouds,0.0,0
420,Alta Floresta,BR,-9.88,-56.09,71.83,59,17,2.15,few clouds,0.0,0
421,Deputatskiy,RU,69.3,139.9,63.32,52,94,2.71,light rain,0.13,0
422,Torres,BR,-29.34,-49.73,54.84,70,70,5.75,broken clouds,0.0,0
423,Quatre Cocos,MU,-20.21,57.76,72.0,88,40,8.05,scattered clouds,0.0,0
424,Abu Dhabi,AE,24.47,54.37,89.6,84,2,2.24,haze,0.0,0
425,Zheleznodorozhnyy,RU,55.75,38.0,66.2,77,14,4.47,few clouds,0.0,0
426,Tutoia,BR,-2.76,-42.27,76.62,88,6,8.19,light rain,0.62,0
427,Montague,US,42.54,-72.54,66.2,88,90,3.36,overcast clouds,0.0,0
428,Fernie,CA,49.5,-115.07,57.0,87,75,8.05,thunderstorm with light rain,0.0,0
429,Itarema,BR,-2.92,-39.92,75.74,86,16,9.22,few clouds,0.0,0
430,Baherden,TM,38.44,57.43,75.99,17,0,11.16,clear sky,0.0,0
431,Ambilobe,MG,-13.2,49.05,66.22,82,0,2.62,clear sky,0.0,0
432,Qaqortoq,GL,60.72,-46.03,46.4,70,91,5.82,overcast clouds,0.0,0
433,Maturin,VE,9.75,-63.18,73.26,96,87,4.74,overcast clouds,0.0,0
434,Severo-Kurilsk,RU,50.68,156.12,54.72,59,96,9.46,overcast clouds,0.0,0
435,Coffs Harbour,AU,-30.3,153.13,66.0,59,0,14.99,clear sky,0.0,0
436,Kerema,PG,-7.96,145.78,82.35,75,96,6.73,overcast clouds,0.0,0
437,Bandundu,CD,-3.32,17.37,75.58,59,78,2.46,broken clouds,0.0,0
438,Manaquiri,BR,-3.32,-60.35,80.6,88,0,3.36,clear sky,0.0,0
439,Fallon,US,39.47,-118.78,87.8,11,1,18.34,clear sky,0.0,0
440,Bonthe,SL,7.53,-12.51,76.33,88,100,4.52,light rain,0.53,0
441,Pangody,RU,65.85,74.49,50.88,76,100,9.42,light rain,0.21,0
442,Tazovskiy,RU,67.47,78.7,47.84,95,100,12.91,moderate rain,1.76,0
443,Kuusamo,FI,65.97,29.18,50.0,66,75,6.93,broken clouds,0.0,0
444,Andenes,NO,69.31,16.12,50.0,87,56,19.46,broken clouds,0.0,0
445,Phalombe,MW,-15.81,35.65,61.74,80,6,0.13,clear sky,0.0,0
446,Kenora,CA,49.82,-94.43,77.0,44,40,6.93,scattered clouds,0.0,0
447,Kruisfontein,ZA,-34.0,24.73,53.24,68,51,21.07,broken clouds,0.0,0
448,Diamantina,BR,-18.25,-43.6,54.91,75,10,1.14,clear sky,0.0,0
449,Isangel,VU,-19.55,169.27,78.8,65,40,9.17,scattered clouds,0.0,0
450,Saint-Joseph,RE,-21.37,55.62,68.0,77,34,5.82,scattered clouds,0.0,0
451,Kirovskiy,RU,45.09,133.51,67.26,78,95,3.33,overcast clouds,0.0,0
452,Grafton,US,42.21,-71.69,66.0,88,1,4.7,clear sky,0.0,0
453,Zlitan,LY,32.47,14.57,72.5,73,0,9.84,clear sky,0.0,0
454,Novopokrovka,UA,49.84,36.55,68.0,72,0,2.24,clear sky,0.0,0
455,Cristinapolis,BR,-11.48,-37.76,67.41,97,0,2.59,clear sky,0.0,0
456,Biggar,GB,55.62,-3.52,53.01,81,100,7.0,light rain,0.23,0
457,Nanchang,CN,28.68,115.88,90.34,65,77,14.0,broken clouds,0.0,0
458,Whitehorse,CA,60.72,-135.05,68.0,28,75,12.75,broken clouds,0.0,0
459,Alvorada,BR,-12.48,-49.12,73.87,58,54,3.36,broken clouds,0.0,0
460,Astoria,US,46.19,-123.83,55.99,93,90,10.29,light rain,0.0,0
461,Cairns,AU,-16.92,145.77,80.6,57,90,12.75,overcast clouds,0.0,0
462,Charters Towers,AU,-20.1,146.27,71.82,60,41,10.98,scattered clouds,0.0,0
463,Bonfim,BR,3.08,-59.95,77.04,82,95,4.29,light rain,0.28,0
464,Kars,TR,40.6,43.09,51.8,93,75,3.36,broken clouds,0.0,0
465,Concepcion,CL,-36.83,-73.05,51.8,100,90,5.82,overcast clouds,0.0,0
466,Portland,US,45.52,-122.68,64.4,59,20,17.22,few clouds,0.0,0
467,Hornepayne,CA,49.21,-84.77,60.62,81,1,1.7,clear sky,0.0,0
468,High Level,CA,58.52,-117.14,60.8,72,75,13.87,shower rain,0.0,0
469,Palmer,US,42.16,-72.33,66.2,100,90,3.33,overcast clouds,0.0,0
470,Nampa,US,43.54,-116.56,79.0,34,1,9.17,clear sky,0.0,0
471,General Cepeda,MX,25.38,-101.45,70.03,69,100,13.09,light rain,0.5,0
472,Port-Gentil,GA,-0.72,8.78,73.13,81,16,9.35,few clouds,0.0,0
473,Waingapu,ID,-9.66,120.26,83.79,59,9,13.62,clear sky,0.0,0
474,Saint-Paul-Les-Dax,FR,43.73,-1.05,68.0,82,86,2.24,overcast clouds,0.0,0
475,Kayanga,TZ,-1.53,31.15,58.39,79,38,2.73,scattered clouds,0.0,0
476,Santa Fe,AR,-31.63,-60.7,50.0,81,100,1.99,overcast clouds,0.0,0
477,Guerrero Negro,MX,27.98,-114.06,65.91,83,0,12.66,clear sky,0.0,0
478,Shadrinsk,RU,56.09,63.63,49.48,87,100,10.02,light rain,0.91,0
479,Altea,ES,38.6,-0.05,73.0,77,0,0.74,clear sky,0.0,0
480,Cockburn Town,TC,21.46,-71.14,82.63,83,53,14.61,broken clouds,0.0,0
481,Takab,IR,36.4,47.11,60.53,61,0,3.94,clear sky,0.0,0
482,Sosnovo-Ozerskoye,RU,52.52,111.54,76.17,42,48,6.33,scattered clouds,0.0,0
483,Cabedelo,BR,-6.98,-34.83,75.45,86,63,8.34,light rain,0.15,0
484,Shebunino,RU,46.43,141.86,56.35,85,100,12.15,overcast clouds,0.0,0
485,Camopi,GF,3.17,-52.32,72.37,96,14,1.52,few clouds,0.0,0
486,Metu,ET,8.3,35.58,56.14,98,85,2.48,overcast clouds,0.0,0
487,Lyubim,RU,58.36,40.68,52.43,77,62,4.7,broken clouds,0.0,0
488,Hami,CN,42.8,93.45,85.19,22,0,2.71,clear sky,0.0,0
489,Okha,RU,53.57,142.95,52.29,87,100,2.28,overcast clouds,0.0,0
490,Cristalina,BR,-16.77,-47.61,59.63,75,1,2.3,clear sky,0.0,0
491,Putatan,MY,5.93,116.06,78.8,83,20,4.7,few clouds,0.0,0
492,Boyolangu,ID,-8.12,111.89,80.47,73,63,5.75,broken clouds,0.0,0
493,Belaya Gora,RU,68.53,146.42,76.57,27,71,6.64,broken clouds,0.0,0
494,Cassilandia,BR,-19.11,-51.73,65.68,92,46,2.93,light rain,0.48,0
495,Dong Hoi,VN,17.48,106.6,92.25,53,0,6.11,clear sky,0.0,0
496,Celestun,MX,20.87,-90.4,83.57,74,62,14.97,light rain,0.19,0
497,Krasnoarmeysk,RU,51.02,45.7,63.21,78,0,13.27,clear sky,0.0,0
498,Shingu,JP,33.73,135.98,78.8,78,75,5.82,broken clouds,0.0,0
499,Libreville,GA,0.39,9.45,75.2,94,20,6.93,few clouds,0.0,0
500,Wattegama,LK,6.8,81.48,80.6,94,90,5.82,overcast clouds,0.0,0
501,Yarensk,RU,62.17,49.09,46.17,93,79,7.72,broken clouds,0.0,0
502,Mingshui,CN,36.72,117.5,97.0,48,22,1.99,few clouds,0.0,0
503,Olinda,BR,-8.01,-34.86,75.2,88,20,2.24,few clouds,0.0,0
504,Broome,US,42.25,-75.83,68.0,88,1,5.82,clear sky,0.0,0
505,Diffa,NE,13.32,12.61,85.01,42,0,8.28,clear sky,0.0,0
506,Sanmenxia,CN,34.77,111.18,83.19,50,97,12.08,overcast clouds,0.0,0
507,Korla,CN,41.76,86.15,85.05,21,63,15.84,broken clouds,0.0,0
508,Sivaki,RU,52.63,126.75,65.28,85,96,6.08,light rain,0.65,0
509,Deogarh,IN,21.53,84.73,88.93,60,89,3.06,overcast clouds,0.0,0
510,Sobolevo,RU,54.43,31.9,62.24,92,46,5.86,scattered clouds,0.0,0
511,Kopervik,NO,59.28,5.31,64.99,82,36,14.99,scattered clouds,0.0,0
512,Colares,PT,38.8,-9.45,68.0,95,3,12.64,clear sky,0.0,0
513,Varhaug,NO,58.61,5.65,63.0,88,20,11.41,few clouds,0.0,0
514,Asfi,MA,32.3,-9.24,66.56,90,3,14.54,clear sky,0.0,0
515,Hanzhong,CN,33.07,107.03,76.39,77,99,1.05,overcast clouds,0.0,0
516,Vuktyl,RU,63.86,57.31,48.24,63,4,12.84,clear sky,0.0,0
517,Vanavara,RU,60.34,102.28,78.71,41,0,8.39,clear sky,0.0,0
518,Penzance,GB,50.12,-5.54,55.4,82,42,19.46,scattered clouds,0.0,0
519,Lavrentiya,RU,65.58,-171.0,42.44,65,43,18.16,scattered clouds,0.0,0
520,Armidale,AU,-30.52,151.65,52.0,40,16,5.01,few clouds,0.0,0
521,Shache,CN,38.42,77.24,77.25,23,47,16.64,scattered clouds,0.0,0
522,Papagaios,BR,-19.45,-44.75,62.33,75,1,2.13,clear sky,0.0,0
523,Foz,ES,43.57,-7.25,63.0,92,8,5.99,clear sky,0.0,0
524,Ankara,TR,39.92,32.85,60.8,82,0,2.24,clear sky,0.0,0
525,Ca Mau,VN,9.18,105.15,87.08,66,75,9.06,broken clouds,0.0,0
526,Russell,US,32.35,-85.2,80.6,94,90,3.89,overcast clouds,0.0,0
527,Saint-Leu,RE,-21.15,55.28,68.0,77,14,5.82,few clouds,0.0,0
528,Naze,JP,28.37,129.48,80.6,88,75,9.17,light rain,0.0,0
529,Vardo,NO,70.37,31.11,44.6,84,100,14.14,overcast clouds,0.0,0
530,Lazaro Cardenas,MX,17.96,-102.2,81.23,78,100,3.04,overcast clouds,0.0,0
531,Santiago Del Estero,AR,-27.8,-64.26,48.47,50,100,6.67,overcast clouds,0.0,0
532,Tigil,RU,57.8,158.67,67.98,37,2,13.29,clear sky,0.0,0
533,Omboue,GA,-1.57,9.26,69.87,90,0,3.67,clear sky,0.0,0
534,Uzhur,RU,55.3,89.83,74.43,60,48,11.48,scattered clouds,0.0,0
535,Gigmoto,PH,13.78,124.39,84.47,68,100,4.07,overcast clouds,0.0,0
536,Arona,ES,28.1,-16.68,71.01,73,20,13.87,few clouds,0.0,0
537,Ngunguru,NZ,-35.62,174.5,64.0,65,5,1.01,clear sky,0.0,0
538,Zemio,CF,5.03,25.14,65.28,95,42,1.23,scattered clouds,0.0,0
539,Zabol,AF,32.25,67.25,77.29,18,0,3.8,clear sky,0.0,0
540,Umm Lajj,SA,25.02,37.27,84.33,45,29,11.07,scattered clouds,0.0,0
541,Novonukutskiy,RU,53.7,102.71,69.17,70,76,4.68,broken clouds,0.0,0
542,Port Blair,IN,11.67,92.75,85.12,71,95,10.42,overcast clouds,0.0,0
543,Pimentel,PE,-6.84,-79.93,63.84,89,4,11.05,clear sky,0.0,0
544,Poum,NC,-20.23,164.02,72.14,62,0,8.72,clear sky,0.0,0
545,Yeppoon,AU,-23.13,150.73,73.4,46,90,8.05,overcast clouds,0.0,0
546,Amahai,ID,-3.33,128.92,79.09,85,99,9.08,light rain,0.99,0
547,Chimbote,PE,-9.09,-78.58,63.19,88,52,9.37,broken clouds,0.0,0
548,Yeniseysk,RU,58.45,92.17,74.44,69,99,4.41,overcast clouds,0.0,0
549,Palana,RU,59.12,159.97,50.49,63,2,20.36,clear sky,0.0,0
550,Karoi,ZW,-16.81,29.69,55.15,58,0,0.76,clear sky,0.0,0
551,Grindavik,IS,63.84,-22.43,48.2,100,98,5.82,light rain,0.35,0
552,Akyab,MM,20.15,92.9,84.2,74,99,3.87,moderate rain,1.38,0
553,Srivardhan,IN,18.03,73.02,84.0,77,83,4.88,broken clouds,0.0,0
554,Sinnamary,GF,5.38,-52.95,77.99,84,93,4.59,overcast clouds,0.0,0
555,Sao Jose Da Coroa Grande,BR,-8.9,-35.15,74.98,86,25,3.67,scattered clouds,0.0,0
556,Veraval,IN,20.9,70.37,86.74,75,62,9.71,broken clouds,0.0,0
557,Chara,RU,56.91,118.26,72.07,45,2,2.01,clear sky,0.0,0
558,Taoudenni,ML,22.68,-3.98,95.4,9,0,11.72,clear sky,0.0,0
559,Lalmohan,BD,22.34,90.74,83.46,82,100,11.95,moderate rain,1.44,0
560,Mastic Beach,US,40.77,-72.85,72.0,95,100,5.97,overcast clouds,0.0,0
561,Mercedes,AR,-34.65,-59.43,44.01,70,5,4.43,clear sky,0.0,0
562,Tchollire,CM,8.4,14.17,71.78,93,92,2.64,light rain,0.19,0
563,Uvira,CD,-3.41,29.15,72.41,58,47,4.34,scattered clouds,0.0,0
564,Luau,AO,-10.71,22.22,55.53,54,0,2.64,clear sky,0.0,0
565,La Labor,HN,14.48,-89.0,66.83,89,100,3.02,light rain,0.24,0
566,Uinskoye,RU,56.88,56.58,51.96,92,72,11.86,broken clouds,0.0,0
567,Manakara,MG,-22.13,48.02,64.9,92,7,6.17,clear sky,0.0,0
568,Nizhniy Tsasuchey,RU,50.52,115.13,67.71,58,100,10.27,light rain,0.23,0
569,Turbat,PK,26.0,63.04,84.94,71,96,8.03,overcast clouds,0.0,0
570,Jiayuguan,CN,39.82,98.3,75.18,23,0,8.9,clear sky,0.0,0
571,Lamu,KE,-2.27,40.9,76.51,88,25,13.91,light rain,0.18,0
